Code_Sp,famille,genre,espece,nom_total,Alimentation,groupe_troph1,groupe_troph2,taille_classe,mobilite,gregarite,taille_moy,taille max,nycthem,comportement,crypticite,niveau_colonne,couleur,pattern_livree,forme,dimorph_sexuel,commercial,commercial_2,Commercial PROCFISH,cible_VKP,a,b,niveau_a_b,Up_Date_SOP
960,CARAPIDAE,Carapus,homei,Carapus_homei,p,P,P,2,1,1,10,15,n,n,vc,b,s,u,s,a,a,nc,non,0,inconnu,inconnu,
970,CARAPIDAE,Encheliophis,gracilis,Encheliophis_gracilis,p,P,P,3,1,2,15,28,n,n,vc,b,s,u,s,a,a,nc,non,0,inconnu,inconnu,
980,CARAPIDAE,Onuxodon,margaritiferae,Onuxodon_margaritiferae,p,P,P,2,1,1,7,10,n,n,vc,b,s,u,s,a,a,nc,non,0,inconnu,inconnu,
990,BYTHITIDAE,Brosmophysiops,pautzkei,Brosmophysiops_pautzkei,c1,C,C,2,2,1,5,10,n,n,vc,b,d,u,s,a,a,nc,non,0,0.00716296,3.155221102,famille
1000,BYTHITIDAE,Dinematichthys,iluocoetoides,Dinematichthys_iluocoetoides,c1,C,C,2,2,1,8,12,n,n,vc,b,d,u,s,a,a,nc,non,0,0.00716296,3.155221102,genus
1001,BYTHITIDAE,Dinematichthys,sp,Dinematichthys_sp,c1,C,C,1,2,1,5,7,n,n,vc,b,d,u,s,a,a,nc,non,0,0.00716296,3.155221102,genus
1028,ANTENNARIIDAE,Antennarius,coccineus,Antennarius_coccineus,p,P,P,2,2,1,8,12,b,n,vc,b,c,u,d,a,a,nc,non,0,0.020119231,3.390497115,genus
1030,ANTENNARIIDAE,Antennarius,commersoni,Antennarius_commersoni,p,P,P,3,2,1,15,25,b,n,vc,b,c,u,d,a,a,nc,non,0,0.020119231,3.390497115,genus
1031,ANTENNARIIDAE,Antennarius,hispidus,Antennarius_hispidus,p,P,P,2,2,1,6,9,b,n,vc,b,c,u,d,a,a,nc,non,0,0.020119231,3.390497115,genus
1032,ANTENNARIIDAE,Antennarius,moluccensis,Antennarius_moluccensis,p,P,P,4,2,1,17,33,b,n,vc,b,c,u,d,a,a,nc,non,0,0.020119231,3.390497115,genus
1034,ANTENNARIIDAE,Antennarius,nummifer,Antennarius_nummifer,p,P,P,2,2,1,9,13,b,n,vc,b,c,u,d,a,a,nc,non,0,0.020119231,3.390497115,genus
