Id,St,T,Site,Client,Geom1,Geom2,N_Impact,Cote,Lieu,Utilise analyse,Profondeur,X,Y,,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_Q01,OBRK5A,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,469537,7662513,,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_Q02,OBRK5A,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,469537,7662513,,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_Q03,OBRK5A,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,469537,7662513,,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_Q04,OBRK5A,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,469537,7662513,,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_Q05,OBRK5A,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,469537,7662513,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_Q01,OF1C,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,453518,7678359,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_Q02,OF1C,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,453518,7678359,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_Q03,OF1C,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,453518,7678359,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_Q04,OF1C,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,453518,7678359,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_Q05,OF1C,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,453518,7678359,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_Q01,OF2C,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_Q02,OF2C,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_Q03,OF2C,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_Q04,OF2C,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_Q05,OF2C,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_Q01,OF3C,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,460474,7672497,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_Q02,OF3C,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,460474,7672497,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_Q03,OF3C,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,460474,7672497,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_Q04,OF3C,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,460474,7672497,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_Q05,OF3C,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,460474,7672497,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_Q01,OF4C,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_Q02,OF4C,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_Q03,OF4C,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_Q04,OF4C,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_Q05,OF4C,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_Q01,PD4B,Q01,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_Q02,PD4B,Q02,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_Q03,PD4B,Q03,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_Q04,PD4B,Q04,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_Q05,PD4B,Q05,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_Q01,PD5B,Q01,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459879,7678092,,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_Q02,PD5B,Q02,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459879,7678092,,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_Q03,PD5B,Q03,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459879,7678092,,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_Q04,PD5B,Q04,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459879,7678092,,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_Q05,PD5B,Q05,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459879,7678092,,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_Q01,PI2,Q01,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,476041,7668372,,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_Q02,PI2,Q02,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,476041,7668372,,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_Q03,PI2,Q03,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,476041,7668372,,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_Q04,PI2,Q04,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,476041,7668372,,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_Q05,PI2,Q05,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,476041,7668372,,,,,,,,,,
KNS_KONIAMBO_05_2012_PK4_Q01,PK4,Q01,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469749,7663961,,,,,,,,,,
KNS_KONIAMBO_05_2012_PK4_Q02,PK4,Q02,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469749,7663961,,,,,,,,,,
KNS_KONIAMBO_05_2012_PK4_Q03,PK4,Q03,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469749,7663961,,,,,,,,,,
KNS_KONIAMBO_05_2012_PK4_Q04,PK4,Q04,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469749,7663961,,,,,,,,,,
KNS_KONIAMBO_05_2012_PK4_Q05,PK4,Q05,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469749,7663961,,,,,,,,,,
KNS_KONIAMBO_05_2012_PK5_Q01,PK5,Q01,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469429,7663647,,,,,,,,,,
KNS_KONIAMBO_05_2012_PK5_Q02,PK5,Q02,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469429,7663647,,,,,,,,,,
KNS_KONIAMBO_05_2012_PK5_Q03,PK5,Q03,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469429,7663647,,,,,,,,,,
KNS_KONIAMBO_05_2012_PK5_Q04,PK5,Q04,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469429,7663647,,,,,,,,,,
KNS_KONIAMBO_05_2012_PK5_Q05,PK5,Q05,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469429,7663647,,,,,,,,,,
KNS_KONIAMBO_05_2012_PV3B_Q01,PV3B,Q01,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,463770,7677127,,,,,,,,,,
KNS_KONIAMBO_05_2012_PV3B_Q02,PV3B,Q02,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,463770,7677127,,,,,,,,,,
KNS_KONIAMBO_05_2012_PV3B_Q03,PV3B,Q03,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,463770,7677127,,,,,,,,,,
KNS_KONIAMBO_05_2012_PV3B_Q04,PV3B,Q04,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,463770,7677127,,,,,,,,,,
KNS_KONIAMBO_05_2012_PV3B_Q05,PV3B,Q05,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,463770,7677127,,,,,,,,,,
KNS_KONIAMBO_05_2013_CLC2_Q01,CLC2,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Oui,,466328,7668927,,,,,,,,,,
KNS_KONIAMBO_05_2013_CLC2_Q02,CLC2,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Oui,,466328,7668927,,,,,,,,,,
KNS_KONIAMBO_05_2013_CLC2_Q03,CLC2,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Oui,,466328,7668927,,,,,,,,,,
KNS_KONIAMBO_05_2013_CLC2_Q04,CLC2,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Oui,,466328,7668927,,,,,,,,,,
KNS_KONIAMBO_05_2013_CLC2_Q05,CLC2,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Oui,,466328,7668927,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD01_Q01,IRD01,Q01,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461032,7678989,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD01_Q02,IRD01,Q02,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461032,7678989,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD01_Q03,IRD01,Q03,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461032,7678989,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD01_Q04,IRD01,Q04,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461032,7678989,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD01_Q05,IRD01,Q05,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461032,7678989,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD23_Q01,IRD23,Q01,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,461899,7675140,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD23_Q02,IRD23,Q02,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,461899,7675140,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD23_Q03,IRD23,Q03,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,461899,7675140,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD23_Q04,IRD23,Q04,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,461899,7675140,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD23_Q05,IRD23,Q05,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,461899,7675140,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD24_Q01,IRD24,Q01,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,460910,7675877,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD24_Q02,IRD24,Q02,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,460910,7675877,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD24_Q03,IRD24,Q03,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,460910,7675877,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD24_Q04,IRD24,Q04,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,460910,7675877,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD24_Q05,IRD24,Q05,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,460910,7675877,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD37_Q01,IRD37,Q01,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462423,7680689,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD37_Q02,IRD37,Q02,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462423,7680689,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD37_Q03,IRD37,Q03,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462423,7680689,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD37_Q04,IRD37,Q04,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462423,7680689,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD37_Q05,IRD37,Q05,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462423,7680689,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD57_Q01,IRD57,Q01,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Koné,Oui,,470025,7662473,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD57_Q02,IRD57,Q02,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Koné,Oui,,470025,7662473,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD57_Q03,IRD57,Q03,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Koné,Oui,,470025,7662473,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD57_Q04,IRD57,Q04,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Koné,Oui,,470025,7662473,,,,,,,,,,
KNS_KONIAMBO_05_2013_IRD57_Q05,IRD57,Q05,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Koné,Oui,,470025,7662473,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS04_Q01,KNS04,Q01,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,462482,7677721,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS04_Q02,KNS04,Q02,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,462482,7677721,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS04_Q03,KNS04,Q03,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,462482,7677721,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS04_Q04,KNS04,Q04,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,462482,7677721,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS04_Q05,KNS04,Q05,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,462482,7677721,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS05_Q01,KNS05,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,453450,7678481,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS05_Q02,KNS05,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,453450,7678481,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS05_Q03,KNS05,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,453450,7678481,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS05_Q04,KNS05,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,453450,7678481,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS05_Q05,KNS05,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,453450,7678481,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS06_Q01,KNS06,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,460296,7671773,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS06_Q02,KNS06,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,460296,7671773,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS06_Q03,KNS06,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,460296,7671773,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS06_Q04,KNS06,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,460296,7671773,,,,,,,,,,
KNS_KONIAMBO_05_2013_KNS06_Q05,KNS06,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,460296,7671773,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG1B_Q01,LG1B,Q01,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,463779,7679392,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG1B_Q02,LG1B,Q02,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,463779,7679392,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG1B_Q03,LG1B,Q03,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,463779,7679392,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG1B_Q04,LG1B,Q04,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,463779,7679392,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG1B_Q05,LG1B,Q05,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,463779,7679392,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG2B_Q01,LG2B,Q01,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462660,7680052,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG2B_Q02,LG2B,Q02,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462660,7680052,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG2B_Q03,LG2B,Q03,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462660,7680052,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG2B_Q04,LG2B,Q04,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462660,7680052,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG2B_Q05,LG2B,Q05,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462660,7680052,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG5B_Q01,LG5B,Q01,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,461192,7679513,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG5B_Q02,LG5B,Q02,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,461192,7679513,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG5B_Q03,LG5B,Q03,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,461192,7679513,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG5B_Q04,LG5B,Q04,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,461192,7679513,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG5B_Q05,LG5B,Q05,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,461192,7679513,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG7B_Q01,LG7B,Q01,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,463044,7677798,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG7B_Q02,LG7B,Q02,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,463044,7677798,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG7B_Q03,LG7B,Q03,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,463044,7677798,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG7B_Q04,LG7B,Q04,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,463044,7677798,,,,,,,,,,
KNS_KONIAMBO_05_2013_LG7B_Q05,LG7B,Q05,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Non,,463044,7677798,,,,,,,,,,
KNS_KONIAMBO_05_2013_OBRK3_Q01,OBRK3,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,473106,7656666,,,,,,,,,,
KNS_KONIAMBO_05_2013_OBRK3_Q02,OBRK3,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,473106,7656666,,,,,,,,,,
KNS_KONIAMBO_05_2013_OBRK3_Q03,OBRK3,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,473106,7656666,,,,,,,,,,
KNS_KONIAMBO_05_2013_OBRK3_Q04,OBRK3,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,473106,7656666,,,,,,,,,,
KNS_KONIAMBO_05_2013_OBRK3_Q05,OBRK3,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,473106,7656666,,,,,,,,,,
KNS_KONIAMBO_05_2013_OBRK5A_Q01,OBRK5A,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,469537,7662513,,,,,,,,,,
KNS_KONIAMBO_05_2013_OBRK5A_Q02,OBRK5A,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,469537,7662513,,,,,,,,,,
KNS_KONIAMBO_05_2013_OBRK5A_Q03,OBRK5A,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,469537,7662513,,,,,,,,,,
KNS_KONIAMBO_05_2013_OBRK5A_Q04,OBRK5A,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,469537,7662513,,,,,,,,,,
KNS_KONIAMBO_05_2013_OBRK5A_Q05,OBRK5A,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,469537,7662513,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF2C_Q01,OF2C,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF2C_Q02,OF2C,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF2C_Q03,OF2C,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF2C_Q04,OF2C,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF2C_Q05,OF2C,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF3C_Q01,OF3C,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,460474,7672497,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF3C_Q02,OF3C,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,460474,7672497,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF3C_Q03,OF3C,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,460474,7672497,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF3C_Q04,OF3C,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,460474,7672497,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF3C_Q05,OF3C,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,460474,7672497,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF4C_Q01,OF4C,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF4C_Q02,OF4C,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF4C_Q03,OF4C,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF4C_Q04,OF4C,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_05_2013_OF4C_Q05,OF4C,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_05_2013_PD4B_Q01,PD4B,Q01,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
KNS_KONIAMBO_05_2013_PD4B_Q02,PD4B,Q02,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
KNS_KONIAMBO_05_2013_PD4B_Q03,PD4B,Q03,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
KNS_KONIAMBO_05_2013_PD4B_Q04,PD4B,Q04,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
